Product Name,Product Description,Category,Energy,Saturated fat,Carbohydrate,Sugar,Salt
Extra Ice Peppermint Chewing Gum Sugar Free Bottle 46pcs,Sugarfree Chewing Gum with Sweeteners and Menthol and Mint Flavours.,chocolate,599,0,60,0,0
Lily O'Brien's Desserts Collection 230g,We're the real deal,chocolate,542,20,51,46,0.18
Rhythm108 Haznut Choc Praline Mpk 99g,"Delicious Swiss, vegan, organic and gluten-free chocolate",chocolate,581,16,39,29,0.01
Mieszko Marcepan 230g,Chocolate with marzipan.,chocolate,1884,7,71,66,0
Deliciously Ella Salted Almond Caramel Cups 36g,"Two oat cups layered with vegan caramel, chocolate ganache and a crisp dark chocolate top",chocolate,451,13.7,51.3,29.5,0.5
Milky Way Dairy Free Magic Stars with Popping Candy 25g,Dairy free couverture chocolate with popping candy.,chocolate,532,18,51,42,0.04
Cadbury Wispa Bar,Textured milk chocolate bar.,chocolate,2272,19,56,55,0.24
Maltesers Teasers 335g,Milk chocolate with honeycombed pieces (5.3%).,chocolate,539,19,57,55,0.28
Extra White Chewing Gum Sugar Free Multipack 6x10 Pieces,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,chocolate,614,0,61,0,0.06
Monty Bojangles Vegan Truffle Selection 135g,"An Assortment of Vegan Cocoa Dusted Truffles, Including the Following Varieties: Cocoa Nib, Caramelised Coconut Pieces & Raspberry Flavour and Caramelised Hazelnut Chips & Caramel Flavour.",chocolate,602,39,40,38,0.01
Extra Strawberry Chewing Gum Sugar Free 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Strawberry Flavour.,chocolate,701,0,68,0,0
Free from Fellows Mini Pink & White Vanilla Vegan Mallows 105g,Vegan Vanilla Flavoured Mini Marshmallows,chocolate,323,0,79,71,0.12
Skittles Tropical Sweets Pouch Bag 152g,Chewy Candies in a Crisp Sugar Shell with Tropical Fruit Flavours.,chocolate,399,2.3,90,74,0.02
Lindt Lindor Salted Caramel 38g,Milk chocolate with salt crystals (Fleur de Sel) and a smooth melting filling (40%) with caramel (3.7%),chocolate,2585,33,46,44,0.45
Candy Kittens Wild Strawberry Gourmet Sweets 140g,Fruit gum with 6% strawberry juice and 4% coconut water.,chocolate,1445,0.1,83,59,0.19
Mallow & Marsh Salted Caramel Marshmallows 85g,Salted Caramel Flavoured Marshmallows,chocolate,1113,1,63.1,51.1,0.5
NOMO Giant Caramel & Sea Salt Choc Buttons 110g,Non-dairy alternative to milk chocolate with caramel flavour and sea salt.,chocolate,554,20,52,34,0.47
Polo Original Mints Roll 34g,Pressed Mints.,chocolate,402,1,98.1,95.6,0.01
Skittles Giants Sour Sweets Pouch Bag 141g,Chewy Candies in a Crisp Sugar Shell with Sour Fruit Flavours.,chocolate,412,2.4,92,75,0.02
Skittles Chewies Fruits Sweets Pouch Bag 137g,Chewy Candies with Fruit Flavours.,chocolate,407,3.3,87,71,0
Monty Bojangles Choccy Scoffy 135g,Cocoa Dusted Truffles,chocolate,600,39,41,39,0.1
Candy Kittens Sour Watermelon Gourmet Sweets 140g,Fruit gum with 10% watermelon juice.,chocolate,1449,0.1,83,59,0.19
Extra Strawberry Sugar Free Chewing Gum Bottle Pieces x60,Sugarfree Chewing Gum with Sweeteners and Strawberry Flavour.,chocolate,701,0,68,0,0
Ferrero Rocher 37.5g,Whole Hazelnut in Milk Chocolate and Nut Croquante,chocolate,2506,14.1,44.4,39.9,0.153
Treat Kitchen You're a Good Egg Fried Egg Gummy Sweets 350g,"Double Layer Waxed Gelatine with Pectin, Fruit Flavour Gum Sweets",chocolate,340,0.15,78.2,51.6,0.03
Candy Kittens Loves Ruby Taylor Gourmet Sweets 140g,Fruit gum with 10% fruit juice.,chocolate,1478,0.1,85,62,0.1
Lindt Excellence Tasting Collection 100g,10 Assorted fined dark & milk chocolates.,chocolate,2295,20,48,44,0.25
Extra Refreshers Tropical Sugar Free Chewing Gum Handy Box 7pcs,Sugarfree Chewing Gum with Sweeteners and Fruit Flavours.,chocolate,710,0,69,0,0
Barratt Whamtastics 160g,Raspberry flavour gums with coloured sour crystals,chocolate,1432,0.3,81.3,49.1,0.11
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,chocolate,481,11,60,19,0.85
Trip CBD Infused Peach Ginger 250ml,"Lightly sparkling, CBD-infused Peach Ginger drink powered by natural botanicals with no added sugar",chocolate,35.1,0,2.1,1.8,0
Trip CBD Infused Elderflower Mint 250ml,"Lightly sparkling, CBD-infused Elderflower Mint drink powered by natural botanicals with no added sugar",chocolate,31.8,0,1.9,1.5,0
Trip CBD Infused Lemon Basil 250ml,"Lightly sparkling, CBD-infused Lemon Basil drink powered by natural botanicals with no added sugar",chocolate,33.5,0,2.6,1.7,0
Mallow & Marsh Vanilla Marshmallow Bar 35g,Vanilla Flavoured Marshmallow Bar Coated in Milk Chocolate,chocolate,1616,6.3,68.9,59.3,0.18
Treat Kitchen Luv Ya! Heart Gummy Sweets 350g,Assorted Fruit Flavour Layered Gummy Heart Sweets with Sugar Coating,chocolate,358,0,84.8,56,0.05
Extra Peppermint Chewing Gum Sugar Free 10 pieces,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,chocolate,621,0,62,0,0
Fry's Turkish Delight 51g,Turkish delight (76%) covered with milk chocolate.,chocolate,363,3.8,74,64,0.36
Cadbury Picnic 48g,"Milk chocolate with caramel (30 %), peanut (13 %), crispy cereal (10 %) & dried grapes (7 %) centre.",chocolate,2005,9.8,60,45,0.45
Monty Bojangles Truffle Selection 135g,"An Assortment of Cocoa Dusted Truffles, Including the Following Varieties: Chocolatey, Butterscotch Chips and Raspberry & Popping Candy.",chocolate,594,38,42,40,0.13
Starburst Minis Original Sweets Pouch Bag 137g,"Chewy Candy with Apple, Orange, Blackcurrant, Strawberry, Lime and Lemon Flavours and Concentrated Fruit Juices.",chocolate,404,3.3,87,71,0
Mentos Gum Pure Fresh Breath Pieces x50 97g,"Chewing gum with fruit/mint flavour, with sweeteners.",chocolate,762,0.3,73,0,0.03
Mallow & Marsh Salted Caramel Marshmallow Bar 30g,Salted Caramel Flavoured Marshmallow Bar,chocolate,1113,1,63.1,51.1,0.5
Airwaves Cherry Menthol Sugar Free Chewing Gum 10 Pieces,Sugarfree Chewing Gum with Sweeteners and Menthol and Cherry Flavours.,chocolate,592,0,59.2,0,0
Raffaello Coconut and Almond Pralines Gift Box 230g,Crisp Coconut Speciality with Smooth Coconut Filling and a Whole Almond,chocolate,2600,29.5,38.6,33.6,0.267
Mallow & Marsh Raspberry Marshmallow Bar 35g,Raspberry Flavoured Marshmallow Bar Coated in 70% Dark Chocolate,chocolate,1586,7.6,60,50.8,0.16
Hershey's Cookies n Creme Bar 40g,White Chocolate Flavour Candy with Cookie Bits,chocolate,2191,16,63,48,0.3
Kinder Bueno 43g,Milk Chocolate Covered Wafer with Smooth Milky and Hazelnut Filling,chocolate,2384,17.3,49.5,41.2,0.272
Flipz Salted Caramel 90g,Salted Caramel Flavour Coated pretzels with a Chocolate Flavour Drizzle,chocolate,2068,15.5,66.7,39,1.1
Extra Refreshers Peppermint Sugar Free Chewing Gum Bottle 30pcs,Sugarfree Chewing Gum with Sweeteners and Mint and Menthol Flavours.,chocolate,663,0,66,0,0
Extra White Bubblemint Chewing Gum Sugar Free 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Fruit and Mint Flavours.,chocolate,608,0,61,0,0.06
Cadbury Double Decker 54.5g,"Milk chocolate with smooth, chewy nougat (41 %) and crisp, crunchy cereal (9 %) filling.",chocolate,1929,8.6,73,54,0.19
Extra Spearmint Chewing Gum Sugar Free 10 pieces,Sugarfee Chewing Gum with Sweeteners and Mint Flavour.,chocolate,623,0,62,0,0
KitKat Chunky Duo 64g,Crispy wafer finger covered with thick milk chocolate (68%).,chocolate,526,14.9,62.3,52.1,0.24
Extra Cool Breeze Chewing Gum Sugar Free 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,chocolate,652,0,65,0,0
Limited Edition Message Bottle 330g,Fizzy Strawberry Pencils,chocolate,374,0.5,89,64,0.02
Extra Refreshers Bubblemint Sugar Free Chewing Gum Handy Box x7,Sugarfree Chewing Gum with Sweeteners and Fruit and Mint Flavours.,chocolate,662,0,66,0,0
Trebor Softmints Peppermint 43g,Mint flavoured chewy centred sweets in a crisp candy coating.,chocolate,1589,0,93,73,0.01
Cadbury Caramel 45g,Milk chocolate with caramel centre (40 %).,chocolate,482,13,62,48,0.41
Airwaves Menthol & Eucalyptus Sugar Free Chewing Gum 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Menthol and Eucalyptus Flavours.,chocolate,591,0,59.1,0,0
Surprise Egg with Jelly Beans & Collectable Toy 10g,Surprise Egg with Jelly Beans & Collectable Toy,chocolate,392,0.3,96.2,84.1,0.14
Candy Kittens Wild Strawberry Gourmet Sweets 250g,Fruit gum with 6% strawberry juice and 4% coconut water.,chocolate,1445,0.1,83,59,0.19
Candy Kittens Gourmies Sweet Raspberry & Guava 140g,Fruit gum with 8% raspberry juice and 2% guava juice.,chocolate,1479,0.1,85,62,0.13
Monty Bojangles 4 Truffle Flavours Cocoa Dusted Truffle Collection 190g,"An Assortment of French Cocoa Dusted Truffles, Including the Following Varieties: Chocolatey, Macaroon Drops & Pistachio Flavour, Salted Popcorn Flavour with Crispy Wafer Pieces and Biscuit Pieces with Raspberry & Strawberry Flavours.",chocolate,588,38,42,39,0.28
Paw Patrol Mighty Pups Single Egg with Surprise Gift 20g,"Milk Chocolate Egg with a surprise (Milk Chocolate contains cocoa solids 34% min., milk solids 17.5% min.).",chocolate,2280,20.2,57.1,56.2,0.2
Kinder Bueno White Single 39g,White Chocolate Covered Wafer with Smooth Milky and Hazelnut Filling,chocolate,2387,16.8,53,43.6,0.356
Thorntons Pearls Salted Caramel Sensation 167g,Milk Chocolates with a Salted Caramel (47%) Centre,chocolate,490,17,59,55,0.38
Tony's Chocolonely Rainbow Tasting Pack 6x47/50g,"Individually packed Belgian Fairtrade dark and milk chocolate with nougat, caramel, hazelnut, almond and sea salt.",chocolate,2285,20,50,45,0.3
Trebor Mighties Sugar Free Mints 12.6g,Mint flavour sugar free sweets with sweeteners.,chocolate,976,0.1,97,0,0.01
Polo Sugar Free Mints Roll 33.4g,Pressed Sugar Free Mints (with Sweetener).,chocolate,235,0,98.4,0.3,0.01
Mighty Fine Salted Caramel Honeycomb Dips 90g,Caramel flavour milk chocolate with a salted honeycomb centre.,chocolate,444,7.6,79.7,68.4,0.62
Barratt Fruit Salad Creations 160g,Fruit flavour gums,chocolate,1415,0.2,82,53,0.03
Extra Ice Peppermint Chewing Gum Sugar Free 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Menthol and Mint Flavours.,chocolate,599,0,60,0,0
MaxiMuscle Protein Bites Millionaires Shortbread Flavour 110g,Millionaires Shortbread flavour high protein bites in a milk chocolate couverture with sweeteners.,chocolate,330,4.9,33,2.8,0.88
Sainsbury's Rainbow Marshmallows 130g,Vanilla flavour marshmallows,chocolate,324,0.1,75.9,68.3,0.02
Lindt Master Chocolatier Collection 184g,"18 assorted fine milk, dark and white chocolates.",chocolate,2233,18,54,51,0.16
Candy Kittens Gourmies Orchard Apple & Dragon Fruit 140g,Fruit gum with 8% apple juice and 2% dragon fruit juice.,chocolate,1478,0.1,85,62,0.48
Quality Street Intrigue Salted Caramel Truffles Carton 200g,Milk chocolate truffle with a salted caramel flavoured centre (59%) covered with salted caramel pieces (9.5%).,chocolate,461,15.3,52.8,50.9,0.23
Cadbury Flake 32g,"The crumbliest, flakiest milk chocolate",chocolate,525,17,59,58,0.26
Extra Ice Spearmint Chewing Gum Sugar Free 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Mint and Menthol Flavours.,chocolate,604,0,60,0,0.06
Barratt Wham Spaceballs 160g,"Raspberry, Pineapple & Orange flavour bon bons with a sour centre",chocolate,1657,3,82.4,58.9,0.19
Lily O'Brien's Crispy Butterscotch 110g,Crispy Butterscotch,chocolate,539,19.7,56.3,52.3,0.39
Lily O'Brien's The Exquisite Edition 138g,,chocolate,547,20.4,51,47.2,0.2
Candy Kittens Sour Watermelon Jar 250g,Fruit gum with 10% watermelon juice.,chocolate,1449,0.1,83,59,0.19
Extra White Chewing Gum Sugar Free 10 Pieces 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,chocolate,614,0,61,0,0.06
Panda Liquorice Bar 32g,Liquorice.,chocolate,1392,0,76,49,0
Trebor Softmints Spearmint 43g,Mint flavoured chewy centred sweets in a crisp candy coating.,chocolate,1589,0,93,73,0.01
Mixed Pencils 730g,Assorted Pencils,chocolate,374,0.5,89,64,0.02
Quality Street Intrigue Orange Truffles Carton 200g,Milk chocolate truffle with an orange flavoured centre (59%) covered with orange flavoured pieces (9.5%).,chocolate,442,15.1,48.9,47,0.11
Nutella B-ready Snack Bar 22g,Wafer Filled with Hazelnut Spread with Cocoa.,chocolate,2177,9.5,60.7,47.1,0.559
Kellogg's Rice Krispies Squares Delightfully Chocolatey Snack Bars 4x36g,Crispy grains of toasted rice cereal and milk chocolate chunks with a chocolate flavour coating.,chocolate,432,10,74,35,0.63
Kellogg's Rice Krispies Squares Marshmallow Snack Bars 4x28g,Crispy grains of toasted rice cereal covered in chewy melted marshmallow.,chocolate,424,7,76,32,0.75
Kellogg's Rice Krispies Limited Edition Squares Chocolatey Orange Flavour Bars 4x36g,"Orange flavour, rice cereal bar with milk chocolate chunks and a chocolate flavour coating.",chocolate,454,8.6,74,37,0.56
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,chocolate,481,11,60,19,0.85
Bens Original Long Grain Microwave Rice 250g,Steamed parboiled long grain rice.,rice,566,0.1,28,0.5,0.01
Merchant Gourmet Smoky Spanish-Style Grains & Rice 250g,Spanish-Style Grains & Rice,rice,705,0.5,31,1.4,1.2
Merchant Gourmet Simply Cooked Glorious Grains with Red Rice & Quinoa 250g,Glorious grains with red rice & quinoa,rice,768,0.5,32,0.7,0.04
Sainsbury's Basmati Rice 1kg,Basmati White Rice,rice,137,0.1,30.7,0.5,0.01
Sainsbury's Microwave Rice Basmati 250g,Cooked basmati rice,rice,143,0.2,29.5,0.5,0.18
Tilda Pure Basmati Classics Microwave Rice 250g,Pure Steamed Basmati Rice,rice,605,0.5,28.2,0.1,0.03
Sainsbury's Microwave Rice Brown 250g,Cooked parboiled brown long grain rice,rice,171,0.3,32.2,0.5,0.13
Bens Original Golden Vegetable Microwave Rice 250g,"Steamed parboiled long grain rice with pepper, sweetcorn and peas.",rice,639,0.1,29,0.7,0.44
Sainsbury's Microwave Rice Long Grain White 250g,Cooked parboiled white long grain rice,rice,135,0.1,29.5,0.5,0.15
Sainsbury's Microwave Rice Brown Basmati 250g,Cooked parboiled brown basmati,rice,136,0.3,27.6,0.5,0.17
Sainsbury's Easy Cook Long Grain White Rice 1kg,Parboiled Long grain white rice,rice,161,0.4,34,0.5,0.01
Sainsbury's Brown Rice 1kg,Long Grain Brown Rice,rice,150,0.3,32.1,0.5,0.01
Sainsbury's Microwave Rice Golden Vegetable 250g,Cooked parboiled long grain rice with vegetables,rice,157,0.2,30.1,1.4,0.5
Bens Original Spicy Mexican Microwave Rice 250g,"Steamed parboiled long grain rice with beans, corn and peppers.",rice,670,0.2,28,1.1,0.52
Sainsbury's Microwave Rice Spicy Mexican 250g,Cooked parboiled long grain rice with vegetables and spices,rice,182,0.3,34.4,1.6,0.33
Sainsbury's Microwave Rice Thai 250g,Cooked thai jasmine rice,rice,162,0.1,36.3,0.5,0.18
Sainsbury's Basmati Rice 500g,Basmati White Rice,rice,137,0.1,30.7,0.5,0.01
Sainsbury's White Rice 1kg,Long Grain White Rice,rice,135,0.1,30,0.5,0.01
Bens Original Mexican Style Microwave Rice 250g,Steamed parboiled long grain rice with jalapeno peppers and red peppers with Mexican style spices.,rice,652,0.2,30,1,0.45
Tilda Steamed Basmati Brown Microwave Rice 250g,Wholegrain Basmati Rice,rice,545,0.5,23.3,0.2,0.03
Tilda Steamed Basmati Lime & Coriander Microwave Rice 250g,Lime and Coriander Basmati Rice,rice,560,1.9,23.4,0.6,0.3
Bens Original Wholegrain Microwave Rice 250g,Steamed parboiled wholegrain rice.,rice,691,0.4,31,0.5,0.01
Sainsbury's Brown Basmati Rice 1kg,Basmati Brown Rice,rice,137,0.1,30.7,0.5,0.01
Bens Original Egg Fried Microwave Rice 250g,"Steamed parboiled long grain rice with egg, sesame oil and oriental spices.",rice,660,0.4,29,0.7,0.42
Bens Original Savoury Chicken Microwave Rice 250g,Steamed parboiled long grain rice with chicken flavour and vegetables.,rice,644,0.1,29,0.7,0.44
Tilda Brown Basmati & Quinoa Wholegrain Microwave Rice 250g,Wholegrain Basmati & Quinoa Rice,rice,559,0.8,24,0.3,0.28
Tilda Basmati Rice 1kg,Pure Original Basmati,rice,1491,0.2,77.7,0.5,0.03
Sainsbury's Boil In The Bag Basmati Rice 4x125g,Basmati White Rice,rice,137,0.1,30.7,0.5,0.01
Tilda Steamed Basmati Coconut Microwave Rice 250g,Coconut Basmati Rice,rice,683,3.6,25.2,0.4,0.03
Tilda Wholegrain Brown Basmati & Wild Microwave Rice 250g,Wholegrain Basmati and Wild Rice,rice,569,0.6,23.3,0.1,0.03
Tilda Pilau Basmati Microwave Rice 250g,Pilau Basmati Rice,rice,543,0.3,24.8,0.3,0.41
Sainsbury's Boil In The Bag White Rice 4x125g,Parboiled Long grain white rice,rice,161,0.4,34,0.5,0.01
Veetee Heat&eat Sticky Rice Pots x2 260g,Sticky Rice,rice,644,0.2,31.7,0.1,0.14
Tilda Basmati Rice 500g,Pure Original Basmati,rice,1491,0.2,77.7,0.5,0.03
Sainsbury's Microwave Rice Egg Fried 250g,"Cooked parboiled long grain rice blend with scrambled egg, onion, chives and spices",rice,177,0.3,33.5,0.5,0.29
Sainsbury's Basmati & Wild Rice 500g,Parboiled basmati white rice and wild rice,rice,135,0.1,30,0.5,0.01
Tilda Steamed Basmati Lemon Microwave Rice 250g,Lemon & Herbs Basmati Rice,rice,579,0.4,26.1,0.1,0.3
Bens Original Boil In Bag Long Grain Rice 500g,Parboiled long grain rice.,rice,665,0.1,34,0.5,0.01
Veetee Heat& Eat Basmati Rice Pots x2 250g,Basmati,rice,546,0.2,26,0.2,0.01
Sainsbury's Easy Cook Long Grain White Rice 2kg,Parboiled Long grain white rice,rice,161,0.4,34,0.5,0.01
Sainsbury's Thai Fragrant Rice 500g,Long grain white rice,rice,141,0.1,31,0.5,0.01
Bens Original Tomato And Basil Microwave Rice 250g,Steamed parboiled long grain rice with tomatoes and basil.,rice,701,0.2,30,2.1,0.43
Sainsbury's Easy Cook Long Grain White Rice 500g,Parboiled Long grain white rice,rice,161,0.4,34,0.5,0.01
Bens Original Wholegrain Spicy Mexican Microwave Rice 250g,"Steamed parboiled wholegrain rice with beans, corn and peppers.",rice,665,0.4,26,1.1,0.53
Sainsbury's Microwave Rice Mushroom 250g,Cooked parboiled long grain rice with mushroom pieces,rice,167,0.2,33.3,0.5,0.51
Tilda Microwave Steamed Basmati Egg Fried Microwave Rice 250g,Egg Fried Rice,rice,573,0.5,23.6,0.7,0.49
Tilda Tomato and Basil Basmati Microwave Rice 250g,Tomato and Basil Basmati Rice,rice,518,0.3,22.4,1,0.42
Tilda Sweet Chilli and Lime Basmati Microwave Rice 250g,Sweet Chilli and Lime Basmati Rice,rice,542,0.5,24,1.7,0.55
Tilda Steamed Basmati Coconut & Chilli Microwave Rice 250g,Coconut Chilli and Lemongrass Basmati Rice,rice,638,3.3,21.4,0.6,0.3
Veetee Heat& Eat Thai Jasmine Rice Pots 280g,Thai Jasmine,rice,609,0.2,29.1,0.1,0.01
Sainsbury's Basmati Rice 4kg,Basmati White Rice,rice,137,0.1,30.7,0.5,0.01
"Sainsbury's Brown Rice, SO Organic 500g",Organic Long grain brown rice,rice,150,0.3,32.1,0.5,0.01
Sainsbury's Long Grain Rice 1kg,Long Grain White Rice,rice,135,0.1,30,0.5,0.01
Fullgreen Riced Cauliflower 200g,100% plant based,rice,84,0,4,1,0.01
Tilda Mushroom Basmati Microwave Rice 250g,Mushroom Basmati Rice,rice,507,0.3,21.5,0.4,0.43
Laila Basmati Rice 10kg,Basmati Rice,rice,351,0.1,84,0.1,0.1
Bens Original Long Grain Rice 1kg,Parboiled long grain rice.,rice,655,0.1,34,0.5,0.01
Tilda Steamed Basmati Wholegrain Pilau Microwave Rice 250g,Wholegrain Pilau Rice,rice,572,0.5,22.6,0.4,0.28
Bens Original Mixed Pepper Microwave Rice 250g,"Steamed parboiled long grain rice with 3 types of pepper, aromatic herbs and spices.",rice,634,0.1,29,1.7,0.45
Tilda Peri Peri Basmati Microwave Rice 250g,Peri Peri Basmati Rice,rice,549,0.3,23.5,1.2,0.42
Tariq Halal British Beef Sirloin Steak 200g,Matured for 21 Days for improved eating quality,rice,201,5.6,0.1,0.1,0.25
Tariq Halal British Beef Burgers 452g,With Firecraker Seasoning,rice,269,8.9,4,1.2,1.2
